,userID,itemID,rating
31442,221,108,3.0
31443,476,194,5.0
31444,452,99,3.0
31445,448,321,4.0
31446,428,272,5.0
31447,276,1042,1.0
31448,393,999,4.0
31449,416,1051,3.0
31450,496,136,1.0
31451,263,527,5.0
31452,479,127,5.0
31453,537,736,3.0
31454,537,470,2.0
31455,454,1,3.0
31456,378,257,4.0
31457,7,47,5.0
31458,43,660,4.0
31459,123,523,3.0
31460,151,761,3.0
31461,496,135,2.0
31462,406,434,5.0
31463,11,742,3.0
31464,424,172,3.0
31465,537,258,4.0
31466,42,924,3.0
31467,329,174,4.0
31468,567,252,1.0
31469,255,682,5.0
31470,441,288,2.0
31471,463,362,1.0
31472,498,512,5.0
31473,514,423,5.0
31474,311,501,5.0
31475,527,143,2.0
31476,94,22,4.0
31477,118,396,5.0
31478,484,293,5.0
31479,542,693,4.0
31480,308,24,4.0
31481,536,50,5.0
31482,89,321,4.0
31483,480,166,5.0
31484,463,1605,2.0
31485,456,505,4.0
31486,276,289,2.0
31487,239,132,5.0
31488,312,185,5.0
31489,313,95,3.0
31490,554,286,4.0
31491,6,501,5.0
31492,374,665,4.0
31493,474,203,5.0
31494,339,528,5.0
31495,184,651,3.0
31496,552,301,4.0
31497,109,1228,3.0
31498,457,31,4.0
31499,486,300,4.0
31500,435,825,3.0
31501,362,748,1.0
31502,234,1453,2.0
31503,501,282,4.0
31504,450,873,3.0
31505,487,68,5.0
31506,344,121,3.0
31507,535,1149,4.0
31508,505,151,3.0
31509,533,19,3.0
31510,6,259,1.0
31511,339,415,3.0
31512,576,9,3.0
31513,90,509,5.0
31514,264,202,5.0
31515,186,98,5.0
31516,291,569,3.0
31517,385,1007,3.0
31518,181,1331,1.0
31519,567,482,5.0
31520,417,174,3.0
31521,543,1262,2.0
31522,207,55,3.0
31523,399,69,3.0
31524,567,615,4.0
31525,532,500,5.0
31526,533,98,4.0
31527,354,116,5.0
31528,474,135,5.0
31529,206,1024,1.0
31530,130,1095,3.0
31531,399,186,4.0
31532,303,1110,1.0
31533,479,121,4.0
31534,533,435,4.0
31535,512,97,5.0
31536,434,1152,5.0
31537,18,177,3.0
31538,474,708,4.0
31539,119,168,5.0
31540,323,933,3.0
31541,305,793,5.0
31542,342,197,4.0
31543,60,12,4.0
31544,308,945,4.0
31545,44,450,2.0
31546,354,531,4.0
31547,529,873,4.0
31548,295,95,4.0
31549,387,194,3.0
31550,314,22,4.0
31551,429,48,3.0
31552,173,302,5.0
31553,308,494,5.0
31554,550,255,3.0
31555,537,681,1.0
31556,456,42,4.0
31557,313,1,4.0
31558,459,300,4.0
31559,523,1022,4.0
31560,453,79,3.0
31561,533,47,1.0
31562,5,452,1.0
31563,60,166,4.0
31564,561,584,3.0
31565,245,1047,3.0
31566,274,276,4.0
31567,194,1066,3.0
31568,471,8,5.0
31569,533,54,4.0
31570,379,385,2.0
31571,466,183,3.0
31572,251,282,4.0
31573,397,340,2.0
31574,491,190,4.0
31575,18,198,3.0
31576,343,703,4.0
31577,256,66,4.0
31578,306,756,3.0
31579,405,68,1.0
31580,202,1,3.0
31581,125,105,3.0
31582,504,82,4.0
31583,499,651,4.0
31584,401,194,4.0
31585,499,87,4.0
31586,495,507,4.0
31587,222,1139,3.0
31588,26,458,3.0
31589,140,302,4.0
31590,325,183,3.0
31591,286,390,1.0
31592,524,291,4.0
31593,535,735,5.0
31594,280,748,2.0
31595,405,1209,3.0
31596,460,14,5.0
31597,493,327,5.0
31598,510,294,3.0
31599,328,912,3.0
31600,174,764,4.0
31601,49,90,1.0
31602,506,227,4.0
31603,546,672,3.0
31604,90,543,3.0
31605,352,82,3.0
31606,192,108,4.0
31607,234,1450,3.0
31608,244,156,4.0
31609,63,676,3.0
31610,416,827,4.0
31611,208,310,4.0
31612,346,712,3.0
31613,268,1222,2.0
31614,417,218,3.0
31615,498,591,4.0
31616,429,161,3.0
31617,357,151,5.0
31618,406,559,3.0
31619,472,561,5.0
31620,334,297,5.0
31621,417,248,4.0
31622,392,255,3.0
31623,465,97,2.0
31624,495,1135,5.0
31625,474,173,5.0
31626,536,133,4.0
31627,405,427,5.0
31628,577,471,3.0
31629,246,559,3.0
31630,474,463,5.0
31631,406,234,4.0
31632,573,143,2.0
31633,456,720,3.0
31634,540,109,4.0
31635,261,125,5.0
31636,318,58,4.0
31637,347,1012,4.0
31638,336,111,3.0
31639,573,192,4.0
31640,554,546,3.0
31641,190,989,3.0
31642,532,538,4.0
31643,340,143,5.0
31644,130,100,3.0
31645,470,295,3.0
31646,416,298,4.0
31647,190,313,5.0
31648,92,265,4.0
31649,415,480,5.0
31650,1,8,1.0
31651,217,183,3.0
31652,271,357,5.0
31653,573,127,4.0
31654,542,367,4.0
31655,498,1083,3.0
31656,536,584,5.0
31657,49,698,2.0
31658,253,679,3.0
31659,533,240,1.0
31660,75,825,1.0
31661,198,98,4.0
31662,128,419,3.0
31663,466,117,5.0
31664,416,585,1.0
31665,553,478,4.0
31666,124,474,3.0
31667,73,382,4.0
31668,525,237,4.0
31669,56,78,3.0
31670,328,301,2.0
31671,90,954,4.0
31672,286,461,2.0
31673,449,273,4.0
31674,38,259,3.0
31675,276,391,2.0
31676,90,650,5.0
31677,110,1249,3.0
31678,29,286,5.0
31679,407,289,3.0
31680,496,222,3.0
31681,269,302,3.0
31682,174,417,4.0
31683,235,192,4.0
31684,72,194,4.0
31685,334,163,4.0
31686,506,550,4.0
31687,406,705,4.0
31688,2,291,3.0
31689,535,479,4.0
31690,262,288,3.0
31691,313,443,5.0
31692,178,819,2.0
31693,311,356,4.0
31694,539,19,5.0
31695,434,147,3.0
31696,474,461,5.0
31697,567,613,4.0
31698,463,235,2.0
31699,543,231,3.0
31700,513,265,5.0
31701,563,367,4.0
31702,326,654,1.0
31703,59,514,5.0
31704,290,125,3.0
31705,467,7,5.0
31706,496,1063,3.0
31707,457,144,5.0
31708,472,431,5.0
31709,214,166,4.0
31710,535,502,5.0
31711,454,12,3.0
31712,506,654,4.0
31713,299,58,3.0
31714,453,586,2.0
31715,244,268,5.0
31716,542,1218,3.0
31717,84,300,4.0
31718,422,127,4.0
31719,43,79,4.0
31720,235,431,2.0
31721,188,100,4.0
31722,62,195,5.0
31723,553,482,4.0
31724,478,161,3.0
31725,269,134,4.0
31726,257,129,4.0
31727,536,217,3.0
31728,518,370,4.0
31729,527,50,4.0
31730,449,702,5.0
31731,504,63,3.0
31732,339,942,4.0
31733,500,89,4.0
31734,189,13,4.0
31735,183,356,3.0
31736,99,471,4.0
31737,44,121,4.0
31738,497,625,3.0
31739,279,403,1.0
31740,354,216,3.0
31741,279,890,3.0
31742,1,205,3.0
31743,410,347,1.0
31744,409,1379,3.0
31745,293,591,3.0
31746,429,768,3.0
31747,579,1,4.0
31748,322,302,5.0
31749,514,318,4.0
31750,299,483,5.0
31751,363,264,3.0
31752,43,785,3.0
31753,109,164,5.0
31754,419,14,5.0
31755,574,300,4.0
31756,533,258,4.0
31757,49,96,1.0
31758,201,207,3.0
31759,465,12,4.0
31760,166,286,1.0
31761,417,73,3.0
31762,472,393,3.0
31763,188,97,5.0
31764,521,176,4.0
31765,498,23,4.0
31766,409,526,3.0
31767,474,653,4.0
31768,519,336,5.0
31769,393,173,5.0
31770,500,70,4.0
31771,312,208,5.0
31772,490,124,4.0
31773,308,568,5.0
31774,506,56,4.0
31775,151,204,4.0
31776,487,38,2.0
31777,402,273,4.0
31778,425,670,3.0
31779,401,153,2.0
31780,551,274,2.0
31781,393,825,4.0
31782,450,195,4.0
31783,311,639,4.0
31784,189,603,5.0
31785,290,435,3.0
31786,22,175,4.0
31787,385,444,1.0
31788,393,588,4.0
31789,407,100,5.0
31790,447,147,4.0
31791,171,315,4.0
31792,487,298,5.0
31793,474,684,4.0
31794,181,100,3.0
31795,454,58,4.0
31796,399,471,3.0
31797,385,739,1.0
31798,459,120,2.0
31799,70,576,2.0
31800,450,299,2.0
31801,405,1422,1.0
31802,561,582,4.0
31803,542,721,2.0
31804,452,491,4.0
31805,485,341,4.0
31806,342,194,3.0
31807,342,144,5.0
31808,523,792,4.0
31809,543,175,3.0
31810,59,61,4.0
31811,442,665,2.0
31812,21,854,5.0
31813,472,177,4.0
31814,136,204,4.0
31815,484,578,3.0
31816,334,937,3.0
31817,335,323,4.0
31818,417,855,2.0
31819,456,608,4.0
31820,409,382,4.0
31821,479,304,4.0
31822,296,294,1.0
31823,117,210,4.0
31824,551,237,4.0
31825,318,842,2.0
31826,454,603,4.0
31827,403,845,4.0
31828,344,322,2.0
31829,336,100,3.0
31830,194,73,3.0
31831,311,519,3.0
31832,421,87,4.0
31833,373,173,5.0
31834,426,488,5.0
31835,23,203,4.0
31836,560,203,4.0
31837,152,364,4.0
31838,60,609,3.0
31839,378,572,3.0
31840,164,100,5.0
31841,542,28,4.0
31842,537,516,3.0
31843,577,229,4.0
31844,328,755,3.0
31845,457,744,3.0
31846,234,873,3.0
31847,367,672,4.0
31848,521,474,3.0
31849,95,200,2.0
31850,399,58,3.0
31851,237,238,4.0
31852,130,215,5.0
31853,277,50,3.0
31854,483,612,3.0
31855,158,92,4.0
31856,1,234,4.0
31857,92,450,2.0
31858,417,214,5.0
31859,116,358,2.0
31860,16,234,5.0
31861,392,328,3.0
31862,340,662,2.0
31863,450,153,5.0
31864,426,204,3.0
31865,500,252,2.0
31866,29,480,4.0
31867,181,767,1.0
31868,479,101,4.0
31869,57,109,4.0
31870,401,9,3.0
31871,87,1049,3.0
31872,454,28,4.0
31873,131,293,3.0
31874,379,659,5.0
31875,528,193,4.0
31876,452,1089,1.0
31877,286,211,4.0
31878,517,283,4.0
31879,533,295,4.0
31880,511,895,4.0
31881,399,180,3.0
31882,50,1008,5.0
31883,533,879,3.0
31884,224,469,1.0
31885,567,302,4.0
31886,547,301,3.0
31887,234,178,5.0
31888,347,508,3.0
31889,85,229,3.0
31890,64,969,3.0
31891,267,235,3.0
31892,244,3,5.0
31893,378,1400,3.0
31894,342,699,4.0
31895,538,195,4.0
31896,297,13,3.0
31897,450,381,2.0
31898,286,179,5.0
31899,455,402,4.0
31900,141,292,1.0
31901,496,99,3.0
31902,531,323,5.0
31903,181,282,4.0
31904,519,1592,5.0
31905,504,428,3.0
31906,507,245,5.0
31907,285,100,4.0
31908,545,447,3.0
31909,496,509,3.0
31910,497,67,3.0
31911,503,405,3.0
31912,406,20,3.0
31913,13,13,5.0
31914,290,228,4.0
31915,116,252,2.0
31916,531,289,3.0
31917,363,317,5.0
31918,514,204,5.0
31919,442,318,4.0
31920,174,553,5.0
31921,472,229,5.0
31922,401,451,2.0
31923,532,1496,2.0
31924,161,132,1.0
31925,487,1035,4.0
31926,256,36,3.0
31927,109,125,5.0
31928,551,582,5.0
31929,207,514,4.0
31930,87,783,4.0
31931,425,307,4.0
31932,95,89,3.0
31933,299,255,2.0
31934,405,421,1.0
31935,538,956,3.0
31936,569,222,3.0
31937,3,258,2.0
31938,514,243,2.0
31939,327,1101,4.0
31940,555,168,4.0
31941,405,1518,2.0
31942,576,280,5.0
31943,244,1057,4.0
31944,347,258,4.0
31945,280,731,3.0
31946,534,930,4.0
31947,339,498,4.0
31948,425,144,4.0
31949,562,56,1.0
31950,327,273,2.0
31951,180,660,5.0
31952,215,99,4.0
31953,194,624,2.0
31954,84,203,3.0
31955,59,234,5.0
31956,497,1052,2.0
31957,84,597,3.0
31958,506,554,3.0
31959,276,323,3.0
31960,406,274,3.0
31961,561,469,4.0
31962,540,245,3.0
31963,156,187,5.0
31964,406,746,3.0
31965,94,80,2.0
31966,314,1014,3.0
31967,573,661,4.0
31968,222,284,3.0
31969,405,397,4.0
31970,293,550,1.0
31971,284,345,4.0
31972,187,660,5.0
31973,481,238,4.0
31974,299,732,4.0
31975,553,427,5.0
31976,548,255,4.0
31977,474,419,4.0
31978,279,81,4.0
31979,429,132,3.0
31980,545,810,4.0
31981,157,313,5.0
31982,291,975,2.0
31983,527,181,4.0
31984,458,180,4.0
31985,291,164,4.0
31986,459,225,3.0
31987,429,535,2.0
31988,562,636,2.0
31989,500,1324,2.0
31990,534,24,5.0
31991,1,105,2.0
31992,229,300,2.0
31993,299,652,3.0
31994,374,458,5.0
31995,211,491,3.0
31996,251,742,5.0
31997,524,707,4.0
31998,379,174,5.0
31999,222,569,2.0
32000,486,1017,3.0
32001,201,521,2.0
32002,545,54,4.0
32003,84,117,4.0
32004,151,609,4.0
32005,357,1277,5.0
32006,521,90,2.0
32007,338,474,4.0
32008,139,297,5.0
32009,455,191,5.0
32010,337,250,3.0
32011,194,997,3.0
32012,243,514,4.0
32013,313,88,2.0
32014,277,1283,2.0
32015,1,147,3.0
32016,424,427,4.0
32017,13,790,2.0
32018,508,443,4.0
32019,326,423,3.0
32020,441,751,4.0
32021,453,143,2.0
32022,62,98,4.0
32023,57,871,3.0
32024,366,217,5.0
32025,459,687,3.0
32026,354,98,3.0
32027,361,56,4.0
32028,115,23,5.0
32029,197,245,4.0
32030,577,284,4.0
32031,469,127,4.0
32032,251,275,4.0
32033,472,655,5.0
32034,484,924,5.0
32035,125,181,5.0
32036,95,77,4.0
32037,558,936,5.0
32038,239,498,4.0
32039,294,1081,3.0
32040,13,621,4.0
32041,307,395,3.0
32042,436,179,3.0
32043,532,1046,4.0
32044,200,68,5.0
32045,151,215,3.0
32046,71,248,3.0
32047,557,8,5.0
32048,332,123,4.0
32049,566,33,2.0
32050,276,358,3.0
32051,109,986,2.0
32052,530,322,4.0
32053,216,11,5.0
32054,493,746,4.0
32055,276,395,2.0
32056,567,7,4.0
32057,14,428,4.0
32058,478,98,5.0
32059,52,815,4.0
32060,58,640,5.0
32061,486,258,5.0
32062,450,231,3.0
32063,299,634,2.0
32064,564,333,3.0
32065,83,25,2.0
32066,399,43,3.0
32067,130,250,3.0
32068,381,16,4.0
32069,95,1188,2.0
32070,500,498,4.0
32071,561,501,3.0
32072,95,705,5.0
32073,495,1119,4.0
32074,457,230,4.0
32075,334,13,3.0
32076,253,895,4.0
32077,342,1170,3.0
32078,234,25,3.0
32079,72,228,1.0
32080,342,326,1.0
32081,406,72,3.0
32082,506,1073,4.0
32083,486,127,5.0
32084,556,520,5.0
32085,421,333,4.0
32086,509,310,1.0
32087,24,173,5.0
32088,534,595,4.0
32089,378,756,3.0
32090,447,1,3.0
32091,467,276,5.0
32092,137,1,3.0
32093,537,327,2.0
32094,543,85,2.0
32095,537,447,3.0
32096,334,127,4.0
32097,551,91,1.0
32098,354,169,3.0
32099,226,182,1.0
32100,505,402,5.0
32101,424,333,5.0
32102,151,26,3.0
32103,21,559,1.0
32104,498,1422,3.0
32105,401,172,3.0
32106,291,55,4.0
32107,398,229,3.0
32108,291,1217,3.0
32109,137,892,3.0
32110,343,58,4.0
32111,405,1442,1.0
32112,87,127,4.0
32113,523,1009,5.0
32114,280,729,2.0
32115,188,468,4.0
32116,472,473,4.0
32117,517,873,3.0
32118,370,107,4.0
32119,452,513,4.0
32120,466,302,5.0
32121,479,181,5.0
32122,86,683,5.0
32123,560,118,3.0
32124,294,269,5.0
32125,334,483,5.0
32126,385,508,2.0
32127,442,177,4.0
32128,158,544,2.0
32129,368,672,2.0
32130,416,689,4.0
32131,488,259,1.0
32132,13,871,2.0
32133,546,118,5.0
32134,521,173,4.0
32135,519,243,1.0
32136,85,143,4.0
32137,417,183,4.0
32138,276,634,4.0
32139,83,111,3.0
32140,472,748,5.0
32141,488,845,3.0
32142,200,760,4.0
32143,142,176,5.0
32144,533,283,3.0
32145,369,919,5.0
32146,280,174,3.0
32147,548,147,5.0
32148,286,969,5.0
32149,168,325,1.0
32150,405,504,2.0
32151,1,99,3.0
32152,28,227,4.0
32153,77,127,2.0
32154,572,300,4.0
32155,264,26,4.0
32156,181,977,1.0
32157,392,172,5.0
32158,454,661,4.0
32159,390,283,4.0
32160,474,132,4.0
32161,94,686,4.0
32162,195,143,5.0
32163,559,188,5.0
32164,393,64,4.0
32165,504,1439,4.0
32166,575,215,3.0
32167,49,433,5.0
32168,401,365,4.0
32169,222,1011,4.0
32170,536,271,3.0
32171,501,406,3.0
32172,301,109,5.0
32173,243,736,4.0
32174,537,151,2.0
32175,72,241,4.0
32176,503,233,5.0
32177,5,395,2.0
32178,483,538,2.0
32179,435,385,5.0
32180,493,235,2.0
32181,584,114,4.0
32182,189,630,4.0
32183,407,181,3.0
32184,560,319,4.0
32185,498,98,4.0
32186,280,315,5.0
32187,543,15,3.0
32188,535,22,3.0
32189,108,748,3.0
32190,113,237,3.0
32191,554,87,4.0
32192,430,1240,3.0
32193,504,237,3.0
32194,551,316,5.0
32195,385,256,4.0
32196,546,286,2.0
32197,493,343,3.0
32198,218,8,3.0
32199,379,205,5.0
32200,311,621,4.0
32201,102,436,2.0
32202,394,98,5.0
32203,564,750,3.0
32204,332,679,5.0
32205,455,24,3.0
32206,576,825,4.0
32207,87,1181,3.0
32208,457,143,5.0
32209,497,139,3.0
32210,16,531,5.0
32211,398,525,3.0
32212,378,203,4.0
32213,349,121,2.0
32214,278,315,4.0
32215,262,486,5.0
32216,311,416,4.0
32217,247,300,2.0
32218,72,655,5.0
32219,104,111,1.0
32220,288,880,1.0
32221,61,300,5.0
32222,398,502,3.0
32223,334,221,5.0
32224,301,568,4.0
32225,299,249,3.0
32226,236,692,4.0
32227,416,403,5.0
32228,64,196,4.0
32229,508,1,5.0
32230,6,530,4.0
32231,381,479,5.0
32232,200,758,3.0
32233,276,433,4.0
32234,201,1135,5.0
32235,346,100,3.0
32236,1,1,5.0
32237,320,241,4.0
32238,405,651,5.0
32239,543,1194,4.0
32240,318,26,5.0
32241,87,435,5.0
32242,41,414,4.0
32243,405,904,1.0
32244,533,234,2.0
32245,378,126,4.0
32246,18,98,5.0
32247,42,237,4.0
32248,92,5,4.0
32249,320,808,4.0
32250,407,565,3.0
32251,406,1065,2.0
32252,15,546,2.0
32253,394,265,4.0
32254,514,682,4.0
32255,526,346,3.0
32256,489,260,3.0
32257,148,151,4.0
32258,276,241,4.0
32259,454,118,4.0
32260,357,273,5.0
32261,387,127,4.0
32262,59,651,5.0
32263,425,340,4.0
32264,450,865,4.0
32265,435,211,4.0
32266,437,134,5.0
32267,416,194,5.0
32268,557,257,2.0
32269,222,175,3.0
32270,452,294,2.0
32271,16,385,5.0
32272,184,694,5.0
32273,405,606,3.0
32274,210,657,4.0
32275,181,307,1.0
32276,532,568,5.0
32277,498,1007,3.0
32278,246,198,4.0
32279,416,251,5.0
32280,343,57,5.0
32281,429,3,2.0
32282,551,566,5.0
32283,243,458,4.0
32284,361,83,3.0
32285,524,237,3.0
32286,588,31,3.0
32287,565,179,5.0
32288,538,405,3.0
32289,151,132,5.0
32290,497,792,3.0
32291,450,484,3.0
32292,500,584,1.0
32293,587,995,3.0
32294,506,490,3.0
32295,361,23,5.0
32296,145,515,5.0
32297,485,294,1.0
32298,469,654,4.0
32299,269,1040,1.0
32300,77,641,5.0
32301,569,1,4.0
32302,408,312,3.0
32303,429,157,4.0
32304,474,71,5.0
32305,488,70,3.0
32306,387,229,2.0
32307,506,28,4.0
32308,13,801,3.0
32309,249,135,5.0
32310,393,1063,4.0
32311,496,625,4.0
32312,323,873,3.0
32313,269,523,5.0
32314,373,214,4.0
32315,450,1033,3.0
32316,498,164,3.0
32317,488,28,4.0
32318,336,998,1.0
32319,94,797,2.0
32320,94,391,3.0
32321,438,100,4.0
32322,453,385,3.0
32323,14,210,5.0
32324,378,1042,3.0
32325,546,98,5.0
32326,553,131,5.0
32327,302,301,4.0
32328,380,182,3.0
32329,569,3,1.0
32330,479,190,4.0
32331,314,1519,4.0
32332,246,235,3.0
32333,446,302,4.0
32334,177,135,5.0
32335,458,469,4.0
32336,93,283,4.0
32337,363,650,2.0
32338,493,265,5.0
32339,100,349,3.0
32340,286,82,3.0
32341,85,955,4.0
32342,160,933,3.0
32343,20,174,4.0
32344,347,181,5.0
32345,567,1131,4.0
32346,59,410,3.0
32347,535,283,4.0
32348,503,654,5.0
32349,553,604,5.0
32350,524,866,2.0
32351,557,508,4.0
32352,305,135,3.0
32353,354,88,2.0
32354,457,549,4.0
32355,380,956,4.0
32356,567,1204,5.0
32357,272,205,5.0
32358,568,606,5.0
32359,387,8,4.0
32360,276,24,4.0
32361,504,51,4.0
32362,13,551,1.0
32363,405,1470,2.0
32364,393,1000,3.0
32365,449,410,3.0
32366,328,97,3.0
32367,184,639,3.0
32368,399,117,2.0
32369,568,835,4.0
32370,478,218,3.0
32371,574,315,3.0
32372,199,100,3.0
32373,569,283,4.0
32374,450,199,5.0
32375,193,23,4.0
32376,577,996,3.0
32377,529,323,4.0
32378,305,251,5.0
32379,290,176,4.0
32380,468,475,4.0
32381,504,396,2.0
32382,268,184,4.0
32383,346,183,4.0
32384,24,289,3.0
32385,12,591,5.0
32386,514,408,5.0
32387,474,7,5.0
32388,502,358,4.0
32389,363,380,4.0
32390,91,127,5.0
32391,536,21,3.0
32392,193,403,3.0
32393,64,144,3.0
32394,586,628,3.0
32395,492,186,3.0
32396,214,171,4.0
32397,556,479,5.0
32398,73,179,5.0
32399,308,275,4.0
32400,280,409,3.0
32401,271,546,2.0
32402,49,557,3.0
32403,514,1014,2.0
32404,311,133,3.0
32405,118,641,5.0
32406,497,810,3.0
32407,436,1468,5.0
32408,60,637,4.0
32409,405,1478,1.0
32410,468,612,4.0
32411,301,197,5.0
32412,184,203,3.0
32413,527,324,3.0
32414,157,286,5.0
32415,493,763,4.0
32416,560,756,2.0
32417,497,229,2.0
32418,90,990,3.0
32419,303,215,5.0
32420,378,686,4.0
32421,417,555,1.0
32422,164,515,4.0
32423,402,286,5.0
32424,467,298,4.0
32425,484,588,5.0
32426,201,231,2.0
32427,276,388,2.0
32428,363,423,3.0
32429,576,435,4.0
32430,181,117,2.0
32431,585,1488,4.0
32432,447,65,3.0
32433,119,412,4.0
32434,91,210,5.0
32435,541,465,4.0
32436,222,732,4.0
32437,455,1034,2.0
32438,429,356,3.0
32439,201,466,4.0
32440,464,301,4.0
32441,288,190,1.0
32442,435,752,3.0
32443,47,683,3.0
32444,587,748,1.0
32445,320,800,4.0
32446,378,729,4.0
32447,562,462,5.0
32448,59,610,4.0
32449,559,73,4.0
32450,416,1516,5.0
32451,291,941,4.0
32452,536,511,5.0
32453,13,795,2.0
32454,313,632,4.0
32455,489,873,3.0
32456,64,423,4.0
32457,532,1415,2.0
32458,216,569,3.0
32459,533,430,5.0
32460,145,294,4.0
32461,181,876,1.0
32462,405,184,1.0
32463,416,591,5.0
32464,524,541,1.0
32465,560,864,3.0
32466,399,1244,3.0
32467,393,243,4.0
32468,385,18,5.0
32469,508,216,5.0
32470,527,193,3.0
32471,494,322,2.0
32472,151,474,5.0
32473,416,9,5.0
32474,57,284,3.0
32475,44,737,1.0
32476,519,263,5.0
32477,522,523,5.0
32478,464,294,4.0
32479,416,469,4.0
32480,468,293,5.0
32481,28,609,3.0
32482,495,742,5.0
32483,588,721,5.0
32484,250,258,4.0
32485,334,68,3.0
32486,201,230,3.0
32487,506,82,5.0
32488,546,288,4.0
32489,234,432,4.0
32490,354,258,4.0
32491,138,12,5.0
32492,416,286,5.0
32493,551,121,5.0
32494,472,362,5.0
32495,13,603,4.0
32496,283,21,3.0
32497,369,890,3.0
32498,550,323,5.0
32499,536,582,2.0
32500,488,9,4.0
32501,486,936,3.0
32502,357,476,3.0
32503,402,515,5.0
32504,387,428,4.0
32505,299,915,4.0
32506,326,181,4.0
32507,503,714,4.0
32508,321,174,3.0
32509,478,145,1.0
32510,232,269,3.0
32511,521,182,3.0
32512,394,233,3.0
32513,545,22,3.0
32514,518,7,3.0
32515,532,734,3.0
32516,378,99,4.0
32517,416,918,4.0
32518,399,754,3.0
32519,206,749,2.0
32520,458,32,4.0
32521,402,10,2.0
32522,211,230,3.0
32523,207,462,3.0
32524,416,1,5.0
32525,294,237,4.0
32526,200,63,4.0
32527,342,125,2.0
32528,536,31,3.0
32529,392,515,5.0
32530,445,235,1.0
32531,489,689,5.0
32532,102,1240,2.0
32533,456,410,4.0
32534,109,722,3.0
32535,425,232,3.0
32536,417,518,5.0
32537,389,739,2.0
32538,500,535,3.0
32539,577,204,4.0
32540,517,111,3.0
32541,473,25,4.0
32542,493,98,4.0
32543,264,645,4.0
32544,201,1421,3.0
32545,318,70,5.0
32546,429,238,5.0
32547,428,312,4.0
32548,405,1193,1.0
32549,549,50,5.0
32550,269,191,5.0
32551,391,58,4.0
32552,357,220,5.0
32553,535,42,3.0
32554,561,53,3.0
32555,347,371,1.0
32556,536,387,3.0
32557,291,1,5.0
32558,215,1063,5.0
32559,201,1006,2.0
32560,343,950,3.0
32561,374,978,2.0
32562,320,570,4.0
32563,504,167,3.0
32564,520,274,3.0
32565,331,234,4.0
32566,38,1036,4.0
32567,345,226,3.0
32568,523,727,4.0
32569,389,642,4.0
32570,452,111,3.0
32571,551,161,5.0
32572,460,713,4.0
32573,325,82,3.0
32574,126,340,5.0
32575,334,151,4.0
32576,518,100,4.0
32577,283,294,4.0
32578,72,77,4.0
32579,189,207,5.0
32580,30,892,4.0
32581,278,313,5.0
32582,479,879,4.0
32583,336,1051,2.0
32584,462,271,1.0
32585,373,226,3.0
32586,440,921,5.0
32587,500,208,4.0
32588,110,258,4.0
32589,194,76,2.0
32590,454,121,4.0
32591,560,260,1.0
32592,311,539,4.0
32593,551,50,2.0
32594,263,699,4.0
32595,72,591,5.0
32596,561,109,1.0
32597,226,109,4.0
32598,401,1,2.0
32599,500,255,3.0
32600,401,276,4.0
32601,15,248,1.0
32602,565,212,5.0
32603,385,443,3.0
32604,560,423,4.0
32605,472,355,3.0
32606,339,566,3.0
32607,527,213,4.0
32608,227,14,4.0
32609,332,252,5.0
32610,556,48,5.0
32611,439,1048,4.0
32612,450,311,4.0
32613,504,655,4.0
32614,566,1232,2.0
32615,399,282,3.0
32616,567,221,5.0
32617,497,381,3.0
32618,289,125,2.0
32619,6,485,5.0
32620,533,378,4.0
32621,425,127,4.0
32622,141,831,2.0
32623,526,147,4.0
32624,514,732,5.0
32625,6,137,5.0
32626,561,489,4.0
32627,569,25,4.0
32628,198,191,4.0
32629,363,231,1.0
32630,586,665,3.0
32631,445,908,1.0
32632,405,1560,1.0
32633,41,188,4.0
32634,379,64,5.0
32635,251,147,3.0
32636,537,137,4.0
32637,399,77,2.0
32638,10,462,3.0
32639,533,65,4.0
32640,64,121,2.0
32641,429,404,4.0
32642,344,1142,5.0
32643,178,423,4.0
32644,371,393,2.0
32645,508,101,5.0
32646,561,1009,4.0
32647,276,1011,3.0
32648,455,223,4.0
32649,379,172,4.0
32650,450,433,3.0
32651,538,98,5.0
32652,254,181,5.0
32653,18,283,5.0
32654,529,292,4.0
32655,314,866,4.0
32656,561,15,3.0
32657,95,188,3.0
32658,504,1421,4.0
32659,295,121,4.0
32660,564,827,3.0
32661,507,827,5.0
32662,312,625,3.0
32663,587,327,3.0
32664,229,269,4.0
32665,283,409,4.0
32666,537,82,2.0
32667,235,496,4.0
32668,132,484,4.0
32669,197,228,4.0
32670,496,17,3.0
32671,59,975,4.0
32672,3,339,3.0
32673,137,680,5.0
32674,49,1083,2.0
32675,466,385,4.0
32676,453,963,4.0
32677,7,64,5.0
32678,130,565,3.0
32679,497,98,4.0
32680,282,300,3.0
32681,497,408,4.0
32682,485,245,3.0
32683,145,134,4.0
32684,88,319,3.0
32685,551,135,5.0
32686,280,389,5.0
32687,385,211,3.0
32688,372,333,5.0
32689,532,66,5.0
32690,409,1097,2.0
32691,194,13,4.0
32692,294,121,5.0
32693,537,417,2.0
32694,506,182,5.0
32695,479,1,5.0
32696,535,1124,4.0
32697,363,657,5.0
32698,311,399,4.0
32699,417,144,3.0
32700,453,69,4.0
32701,144,8,4.0
32702,582,948,1.0
32703,389,210,2.0
32704,298,514,4.0
